highway_name,route_no,from_location,to_location,source_url,source_note
DANIEL BOONE HIGHWAY,RT F,MO 94 E,CRD FEMME OSAGE CREEK RD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2022-08-28; years_of_sunset=INDEFINITE
PFC BYRON LEA BROWN MEMORIAL HIGHWAY,RT A,MO 161 S,CRD HOPEWELL CHR RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2025-08-28; years_of_sunset=INDEFINITE
PFC BYRON LEA BROWN MEMORIAL HIGHWAY,RT A,CRD HOPEWELL CHR RD S,MO 161 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2025-08-28; years_of_sunset=INDEFINITE
SPC JEFFREY L WHITE JR - ARMY,RT HH,RT O E,CRD ROCK CHURCH RD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=HEROES WAY HIGHWAY; year_established=2017-02-15; years_of_sunset=20 YEARS
SPC JEFFREY L WHITE JR - ARMY,RT HH,CRD ROCK CHURCH RD E,.01 mile(s) before RT O E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=HEROES WAY HIGHWAY; year_established=2017-02-15; years_of_sunset=20 YEARS
WAYLON JENNINGS MEMORIAL HIGHWAY,RT P,CST DOVE NEST LN S,RT M S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
WAYLON JENNINGS MEMORIAL HIGHWAY,RT P,RT M S,CST DOVE NEST LN S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
PRESIDENT DONALD J TRUMP HIGHWAY,RT D,RT T S,MO 94 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2026-08-28; years_of_sunset=INDEFINITE
PRESIDENT DONALD J TRUMP HIGHWAY,RT D,MO 94 E,RT T S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2025-08-28; years_of_sunset=INDEFINITE
LCPL KEO JOE KESHNER MEMORIAL HIGHWAY,RT F,RT V E,CRD LONG RD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2025-08-28; years_of_sunset=INDEFINITE
LCPL KEO JOE KESHNER MEMORIAL HIGHWAY,RT F,CRD LONG RD E,RT V E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2025-08-28; years_of_sunset=INDEFINITE
THE SHORT LINE RAILROAD SPUR HISTORIC TRAIL,MO 154,.021 mile(s) before CST LAFRANCE ST S,.003 mile(s) after RT B S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2003-08-28; years_of_sunset=INDEFINITE
ADAM ELLIS MEMORIAL HIGHWAY,MO 161,CRD 403 E,RT Z E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2025-08-28; years_of_sunset=INDEFINITE
ADAM ELLIS MEMORIAL HIGHWAY,MO 161,RT Z E,CRD 403 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2025-08-28; years_of_sunset=INDEFINITE
CORPORAL RICHARD E RUTHERFORD MEMORIAL HIGHWAY,MO 161,CRD MEADOWLARK RD E,RT CC E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2025-08-28; years_of_sunset=INDEFINITE
CORPORAL RICHARD E RUTHERFORD MEMORIAL HIGHWAY,MO 161,RT CC E,CRD MEADOWLARK RD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2025-08-28; years_of_sunset=INDEFINITE
AMVETS MEMORIAL HIGHWAY,MO 94,US 54 W,.035 mile(s) after US 54 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2012-08-28; years_of_sunset=INDEFINITE
REPRESENTATIVE TOM HANNEGAN MEMORIAL HIGHWAY,MO 94,CST TECUMSEH ST E,CST TECUMSEH ST TO 3RD ST N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2023-08-24; years_of_sunset=INDEFINITE
JOHN WALTER BASYE MEMORIAL HIGHWAY,BU 61,CST MILFRED DR S,CST AIRPORT RD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2023-08-28; years_of_sunset=INDEFINITE
JOHN WALTER BASYE MEMORIAL HIGHWAY,BU 61,CST AIRPORT RD E,CST MILFRED DR S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2023-08-28; years_of_sunset=INDEFINITE
GUNNERY SERGEANT KENNETH D WARREN MEMORIAL HIGHWAY,US 61,CRD WHITE LN E,RT OO E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-08-28; years_of_sunset=INDEFINITE
SHERIFF BEN J BERGHAGER MEMORIAL HIGHWAY,US 61,1.68 mile(s) after RP RTB TO US61N N,.001 mile(s) before CST RED DEVIL RD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2011-04-26; years_of_sunset=20 YEARS
TOM BOLAND HIGHWAY,US 61,.017 mile(s) before CST RED DEVIL RD E,.001 mile(s) before CST RED DEVIL RD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2016-08-28; years_of_sunset=INDEFINITE
VETERANS MEMORIAL HIGHWAY,US 60,.017 mile(s) before US 67 S,.578 mile(s) before RT NN S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2009-08-28; years_of_sunset=INDEFINITE
TROOPER RUSSELL HARPER MEMORIAL HIGHWAY,US 60,.001 mile(s) after US 65 S,.016 mile(s) before PVT HIGHLAND SPRINGS BLVD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2004-08-28; years_of_sunset=INDEFINITE
SPC JUSTIN BLAKE CARTER MEMORIAL HIGHWAY,US 60,RT O S,CRD LEADHILL DR S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
ARMY SGT TIMOTHY J SUTTON MEMORIAL HIGHWAY,US 60,CRD MOCKINGBIRD RD E,RT PP E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-21; years_of_sunset=INDEFINITE
KOREAN WAR VETERANS MEMORIAL FREEWAY,US 60,MO 360 E,US 65 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2003-08-28; years_of_sunset=INDEFINITE
WILLIAM PATRICK THOMPSON MEMORIAL HIGHWAY,US 60,.001 mile(s) after RT VV N,.014 mile(s) after CRD PORTER LOOP E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2025-08-28; years_of_sunset=INDEFINITE
TROOPER D KEVIN FLOYD MEMORIAL HIGHWAY,US 60,.012 mile(s) before RT MM S,.012 mile(s) before MO 181 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2006-08-28; years_of_sunset=INDEFINITE
STUDENTS OF MISSOURI ASSISTING RURAL TRANSPORTATIONI (SMART) MEMORIAL HIGHWAY,US 61,.001 mile(s) before RT B S,.043 mile(s) after RT B S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2005-08-28; years_of_sunset=INDEFINITE
HIGHWAY PATROL SGT DAVID MAY MEMORIAL HIGHWAY,US 60,.156 mile(s) before OR 60 E,.011 mile(s) before US 67 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2011-08-28; years_of_sunset=INDEFINITE
SERGEANT CARL DEWAYNE GRAHAM JR. MEMORIAL HIGHWAY,US 60,.089 mile(s) after RT ZZ S,.071 mile(s) after MO 25 N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2007-08-28; years_of_sunset=INDEFINITE
DAVY & NATALIE LLOYD MEMORIAL HIGHWAY,US 60,CRD CEMETERY RD S,CRD KODIAK RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2025-08-28; years_of_sunset=INDEFINITE
DAVY & NATALIE LLOYD MEMORIAL HIGHWAY,US 60,CRD KODIAK RD S,CRD CEMETERY RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2025-08-28; years_of_sunset=INDEFINITE
SERGEANT CARL DEWAYNE GRAHAM JR. MEMORIAL HIGHWAY,US 60,.09 mile(s) before RT ZZ S,.004 mile(s) after RT ZZ S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2007-08-28; years_of_sunset=INDEFINITE
SGT DEWAYNE GRAHAM JR MEMORIAL BRIDGE MO STATE HWY PATROL,US 60,.005 mile(s) after CST ELM ST S,.05 mile(s) before CRD OLD BRIDGE RD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2006-08-28; years_of_sunset=INDEFINITE
HIGHWAY PATROL SGT DAVID MAY MEMORIAL HIGHWAY,US 60,US 67 N,.151 mile(s) after OR 60 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2011-08-28; years_of_sunset=INDEFINITE
SPC JUSTIN BLAKE CARTER MEMORIAL HIGHWAY,US 60,CRD LEADHILL DR S,.001 mile(s) before RT O S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
KOREAN WAR VETERANS MEMORIAL FREEWAY,US 60,.002 mile(s) before US 65 S,MO 360 W,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2003-08-28; years_of_sunset=INDEFINITE
ARMY SGT TIMOTHY J SUTTON MEMORIAL HIGHWAY,US 60,.204 mile(s) after RT Z S,.001 mile(s) after CRD MOCKINGBIRD RD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-21; years_of_sunset=INDEFINITE
EOD SPC CHRISTOPHER STARK - ARMY,US 60,CST CHAPELL DR S,CST BEARD ST S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=HEROES WAY HIGHWAY; year_established=2017-09-13; years_of_sunset=20 YEARS
OTIS E MOORE MEMORIAL HIGHWAY,US 160,CST WEST BYP N,CRD 115 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
MATTHEW J ENGLAND MEMORIAL HIGHWAY,US 160,.001 mile(s) before CRD 300 E,.001 mile(s) before MO 5 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2012-08-28; years_of_sunset=INDEFINITE
RABBI ABRAHAM JOSHUA HESCHEL MEMORIAL HIGHWAY,US 160,.233 mile(s) before CO US160N TO MO413N N,.01 mile(s) before CRD FARM ROAD 146 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2009-08-28; years_of_sunset=INDEFINITE
RABBI ERNEST I JACOB MEMORIAL HIGHWAY,US 160,.242 mile(s) before CRD 156 E,.001 mile(s) before CST MOUNT VERNON ST E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2011-08-28; years_of_sunset=INDEFINITE
JERRY CORP MEMORIAL HIGHWAY,US 160,.008 mile(s) before COE TECUMSEH PARK S,CRD 339 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2015-08-28; years_of_sunset=INDEFINITE
JERRY CORP MEMORIAL HIGHWAY,US 160,CRD 339 S,.008 mile(s) after COE TECUMSEH PARK S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2015-08-28; years_of_sunset=INDEFINITE
RICK HARMON MEMORIAL HIGHWAY,US 160,.048 mile(s) before MO 125 S,.031 mile(s) before MO 76 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2005-08-28; years_of_sunset=INDEFINITE
SHERIFF JOHN HARLOW MEMORIAL HIGHWAY,US 160,CRD SE 25TH LN S,IS 49 N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-09-11; years_of_sunset=20 YEARS
SHERIFF JOHN HARLOW MEMORIAL HIGHWAY,US 160,IS 49 N,CRD SE 25TH LN S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-09-11; years_of_sunset=20 YEARS
RABBI ERNEST I JACOB MEMORIAL HIGHWAY,US 160,CST MOUNT VERNON ST E,.243 mile(s) after CRD 156 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2011-08-28; years_of_sunset=INDEFINITE
OTIS E MOORE MEMORIAL HIGHWAY,US 160,.023 mile(s) before CRD 115 S,.003 mile(s) before CST WEST BYP S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
SHERIFF ROY PATTERSON MEMORIAL HIGHWAY,US 160,IS 49 S,RT J S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-09-11; years_of_sunset=20 YEARS
SHERIFF ROY PATTERSON MEMORIAL HIGHWAY,US 160,RT J S,IS 49 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-09-11; years_of_sunset=20 YEARS
KOREAN WAR VETERANS HIGHWAY,US 160,.25 mile(s) before MO 76 E,.013 mile(s) before CRD WILLOW LN E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2000-10-24; years_of_sunset=INDEFINITE
KOREAN WAR VETERANS HIGHWAY,US 160,MO 176 E,.054 mile(s) before MO 76 W,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2000-10-24; years_of_sunset=INDEFINITE
BILLY YATES HIGHWAY,US 160,.001 mile(s) after CST MCMANIS DR S,.001 mile(s) after CST JEFFERSON ST E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2015-08-28; years_of_sunset=INDEFINITE
BILLY YATES HIGHWAY,US 160,.001 mile(s) before CST JEFFERSON ST E,.001 mile(s) before CST MCMANIS DR S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2015-08-28; years_of_sunset=INDEFINITE
SERGEANT JEFFRY KOWALSKI MEMORIAL HIGHWAY,MO 32,.003 mile(s) before MO 144 E,.002 mile(s) after MO 144 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2013-08-28; years_of_sunset=INDEFINITE
BILLY RAY - COUSIN CARL - ANDERSON MEMORIAL HIGHWAY,MO 91,RT C E,US 61 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
BILLY RAY - COUSIN CARL - ANDERSON MEMORIAL HIGHWAY,MO 91,US 61 S,RT C E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
SHERIFF CHARLES LAREW MEMORIAL HIGHWAY,MO 32,COE STOCKTON DAM RD E,COE STOCKTON DAM RD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-09-11; years_of_sunset=20 YEARS
STATE REPRESENTATIVE BOB WARD HIGHWAY,MO 32,RT O E,PVT LANE CEMETARY RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2000-05-12; years_of_sunset=INDEFINITE
GOVERNOR WARREN E HEARNES MEMORIAL HIGHWAY,MO 249,IS 44 E,RT VV E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2016-09-14; years_of_sunset=20 YEARS
EDWARD F DIXON THE THIRD MEMORIAL HIGHWAY,MO 249,RT VV E,MO 171 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2017-08-28; years_of_sunset=INDEFINITE
KOREAN WAR VETERANS MEMORIAL FREEWAY,MO 360,.002 mile(s) after US 60 W,.145 mile(s) before IS 44 W,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2003-08-28; years_of_sunset=INDEFINITE
KOREAN WAR VETERANS MEMORIAL FREEWAY,MO 360,IS 44 E,US 60 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2003-08-28; years_of_sunset=INDEFINITE
SERGEANT COLIN I ARSLANBAS MEMORIAL HIGHWAY,MO 364,RT N E,.001 mile(s) before RT K S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2025-08-28; years_of_sunset=INDEFINITE
BUZZ WESTFALL MEMORIAL HIGHWAY,MO 364,IS 270 E,.576 mile(s) before BK KATY TRAIL E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2004-08-28; years_of_sunset=INDEFINITE
ARMY PFC CHRISTOPHER LEE MARION MEMORIAL HIGHWAY,BU 71,RT EE E,MO 76 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
ARMY PFC CHRISTOPHER LEE MARION MEMORIAL HIGHWAY,BU 71,MO 76 E,RT EE E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
TROOPER CHARLES P CORBIN MEMORIAL HIGHWAY,US 71,.016 mile(s) before RR NEVADA SUB S,.158 mile(s) after MO 59 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2003-08-28; years_of_sunset=INDEFINITE
GEORGE WASHINGTON CARVER MEMORIAL HIGHWAY,US 71,.024 mile(s) after IS 44 W,.075 mile(s) after RP IS44E TO IS49S S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2003-08-28; years_of_sunset=INDEFINITE
GEORGE WASHINGTON CARVER MEMORIAL HIGHWAY,US 71,.075 mile(s) after RP IS44E TO IS49S S,.016 mile(s) after RT FF E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2003-08-28; years_of_sunset=INDEFINITE
SGT SCOTT ARNER MEMORIAL HIGHWAY,IS 49,MO 171 N,.01 mile(s) after RT HH E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-09-11; years_of_sunset=20 YEARS
SPECIAL AGENT TOM CROWELL MEMORIAL HIGHWAY,IS 49,CRD IRIS RD E,MO 86 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2016-08-28; years_of_sunset=INDEFINITE
JAMES B TATUM MEMORIAL HIGHWAY,IS 49,US 60 E,1.004 mile(s) after CRD SORREL RD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2014-08-28; years_of_sunset=INDEFINITE
GEORGE WASHINGTON CARVER MEMORIAL HIGHWAY,US 71,.016 mile(s) after RT FF E,.013 mile(s) after RT V E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2003-08-28; years_of_sunset=INDEFINITE
DEPUTY MARSHAL DAVID ALLEN THURMAN MEMORIAL HIGHWAY,IS 49,1.949 mile(s) before RP IS49N TO MO90 E,US 71 N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2025-08-28; years_of_sunset=INDEFINITE
SGT SCOTT ARNER MEMORIAL HIGHWAY,IS 49,RT HH E,MO 171 N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-09-11; years_of_sunset=20 YEARS
