highway_name,route_no,from_location,to_location,source_url,source_note
TROOPER JESSE R. JENKINS MEMORIAL HIGHWAY,US 67,.195 mile(s) after RP MO8 TO US67N N,.24 mile(s) after RP RTK TO US67N N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2004-08-28; years_of_sunset=INDEFINITE
MEDAL OF HONOR DARRELL S COLE MEMORIAL HIGHWAY,US 67,.001 mile(s) before MO 32 W,CRD FAIRGROUNDS DR S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEDAL OF HONOR MEMORIAL HIGHWAY; year_established=2025-08-28; years_of_sunset=INDEFINITE
SSGT ERIC W SUMMERS MEMORIAL HIGHWAY,US 67,US 60 E,.168 mile(s) before RP US60W TO US67S S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2016-08-28; years_of_sunset=INDEFINITE
SP5 BILLY J MEADOR MEMORIAL HIGHWAY,US 67,CST MAPLE ST E,CST OVERALL RD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2022-08-22; years_of_sunset=INDEFINITE
VETERANS MEMORIAL HIGHWAY (MO 21),MO 21,MO 30 E,CRD 21S-15 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1998-08-28; years_of_sunset=INDEFINITE
VETERANS MEMORIAL HIGHWAY (MO 21),MO 21,CRD 21S-15 S,MO 30 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1998-08-28; years_of_sunset=INDEFINITE
SERGEANT WILLIAM MCENTEE MEMORIAL HIGHWAY,MO 21,MO 30 E,.001 mile(s) before US 50 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2006-08-28; years_of_sunset=INDEFINITE
SERGEANT RANDY SULLIVAN MEMORIAL HIGHWAY,MO 72,.025 mile(s) before CRD 38 S,.638 mile(s) before CRD 202 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2002-08-28; years_of_sunset=INDEFINITE
SERGEANT RANDY SULLIVAN MEMORIAL HIGHWAY,MO 72,.638 mile(s) after CRD 202 S,.025 mile(s) after CRD 38 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2002-08-28; years_of_sunset=INDEFINITE
DONALD LEE COOK MEMORIAL HIGHWAY,MO 21,.001 mile(s) after RT U S,.001 mile(s) after CRD ELM ST S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2015-08-28; years_of_sunset=INDEFINITE
DONALD LEE COOK MEMORIAL HIGHWAY,MO 21,.001 mile(s) before RT U S,.001 mile(s) after RT U S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2015-08-28; years_of_sunset=INDEFINITE
CORPORAL M.E. WEBSTER MEMORIAL PARKWAY,US 40,.02 mile(s) before RP US40E TO IS470E E,.018 mile(s) before RT AA E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1995-06-27; years_of_sunset=INDEFINITE
TRUMAN/EISENHOWER PRESIDENTIAL HIGHWAY,IS 70,US 40 E,.001 mile(s) after IS 670 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2011-08-28; years_of_sunset=INDEFINITE
GEORGE BRETT SUPER HIGHWAY,IS 70,US 40 E,US 71 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1999-08-19; years_of_sunset=INDEFINITE
PURPLE HEART TRAIL (I-70),IS 70,US 40 E,.001 mile(s) after IS 670 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2012-08-28; years_of_sunset=INDEFINITE
AMERICAN VETERANS MEMORIAL HIGHWAY,IS 270,.002 mile(s) before MO 370 W,IS 255 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2001-05-09; years_of_sunset=INDEFINITE
SENATOR PHIL B CURLS MEMORIAL HIGHWAY,IS 70,CST TROOST AVE S,CST BLUE RIDGE CUTOFF S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
SERGEANT JOE C SPECKER MEMORIAL HIGHWAY,IS 70,RT WW S,MO 131 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEDAL OF HONOR MEMORIAL HIGHWAY; year_established=2012-02-14; years_of_sunset=20 YEARS
OFFICER CODY ALLEN MEMORIAL HIGHWAY,IS 70,MO 131 S,RT O S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2025-08-28; years_of_sunset=INDEFINITE
US SUBMARINE VETERANS MEMORIAL HIGHWAY,IS 70,1.921 mile(s) after RP MO127 TO IS70E E,.133 mile(s) after CRD SORRELS OVERPASS DR S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2004-08-28; years_of_sunset=INDEFINITE
HIGHWAY PATROL SGT BENJAMIN BOOTH MEMORIAL HIGHWAY,IS 70,.002 mile(s) before LP 70 E,.002 mile(s) before MO 763 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2018-08-28; years_of_sunset=INDEFINITE
SHERIFF ROGER I WILSON MEMORIAL HIGHWAY,IS 70,.002 mile(s) before MO 763 N,.226 mile(s) before RP IS70E TO US63C S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2018-08-28; years_of_sunset=INDEFINITE
GRAHAMS PICNIC ROCK HIGHWAY,IS 70,.372 mile(s) before RT N S,.608 mile(s) after RT N S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2013-08-28; years_of_sunset=INDEFINITE
RALPH BARRALE MEMORIAL HIGHWAY,IS 70,RT A E,CST LAKE ST LOUIS BLVD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
MARK TWAIN EXPRESSWAY,IS 70,.008 mile(s) before CST KINGSHIGHWAY BLVD S,RP IS70E TO MO115 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2010-08-28; years_of_sunset=INDEFINITE
SENATOR PAULA J CARTER MEMORIAL HIGHWAY,IS 70,CST GOODFELLOW BLVD S,MO 115 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
FRANKLIN STREET,MO 47,.041 mile(s) before CST FRANKLIN ST S,.007 mile(s) after CST FRANKLIN ST S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2009-08-28; years_of_sunset=INDEFINITE
POLICE OFFICER DARYL HALL MEMORIAL HIGHWAY,IS 70,.008 mile(s) before CST UNION BLVD S,.008 mile(s) before CST KINGSHIGHWAY BLVD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2013-08-28; years_of_sunset=INDEFINITE
FRANKLIN STREET,MO 47,.041 mile(s) after CST FRANKLIN ST S,.039 mile(s) after CST FRANKLIN ST S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2009-08-28; years_of_sunset=INDEFINITE
THE SHORT LINE RAILROAD SPUR HISTORIC TRAIL,MO 19,US 61 S,.001 mile(s) before MO 154 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2003-08-28; years_of_sunset=INDEFINITE
RUSSELL LEE BURTON MEMORIAL HIGHWAY,MO 19,CRD KIMMICH RD E,CRD STRUBE RD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2022-08-28; years_of_sunset=INDEFINITE
SGT NORBERT OVERKAMP JR MEMORIAL HIGHWAY,MO 19,RT B E,CRD KIMMICH RD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-09-11; years_of_sunset=20 YEARS
SGT NORBERT OVERKAMP JR MEMORIAL HIGHWAY,MO 19,CRD KIMMICH RD E,RT B E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-09-11; years_of_sunset=20 YEARS
THE SHORT LINE RAILROAD SPUR HISTORIC TRAIL,MO 154,.021 mile(s) after CST LAFRANCE ST S,.339 mile(s) after MO 19 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2003-08-28; years_of_sunset=INDEFINITE
ANDY GAMMON MEMORIAL HIGHWAY,IS 70,RP IS70E TO MO115 E,.206 mile(s) after PED ST LOUIS RIVERFRONT TRAIL S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2013-08-28; years_of_sunset=INDEFINITE
ETHEL HEDGEMON LYLE MEMORIAL HIGHWAY,IS 70,MO 115 S,.01 mile(s) before IS 44 W,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2023-08-28; years_of_sunset=INDEFINITE
POW/MIA CPT STEVEN N BEZOLD MEMORIAL HIGHWAY,MO 19,MO 94 E,CRD MOTLEY RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2025-08-28; years_of_sunset=INDEFINITE
POW/MIA CPT STEVEN N BEZOLD MEMORIAL HIGHWAY,MO 19,CRD MOTLEY RD S,MO 94 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2025-08-28; years_of_sunset=INDEFINITE
POLICE OFFICER DAVID LEE MEMORIAL HIGHWAY,IS 70,CST CARRIE AVE E,CST ADELAIDE AVE E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2025-08-28; years_of_sunset=INDEFINITE
RUSSELL LEE BURTON MEMORIAL HIGHWAY,MO 19,CRD STRUBE RD E,CRD KIMMICH RD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2022-08-28; years_of_sunset=INDEFINITE
DAVID DORN MEMORIAL HIGHWAY,IS 70,.011 mile(s) after CST KINGSHIGHWAY BLVD S,.004 mile(s) after CST SHREVE AVE S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
CAPTAIN DAVID DORN MEMORIAL HIGHWAY,IS 70,.011 mile(s) after CST KINGSHIGHWAY BLVD S,.004 mile(s) after CST SHREVE AVE S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2022-08-28; years_of_sunset=INDEFINITE
TROOPER KELLY L. POYNTER MEMORIAL HIGHWAY,US 63,.026 mile(s) after RT Z S,.201 mile(s) before CRD INGRAM DR E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2002-08-28; years_of_sunset=INDEFINITE
THE SHORT LINE RAILROAD SPUR HISTORIC TRAIL,MO 19,US 61 S,US 61 N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2003-08-28; years_of_sunset=INDEFINITE
DILLARD FAMILY HIGHWAY,MO 19,RT B E,CRD 5090 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-09-11; years_of_sunset=INDEFINITE
DILLARD FAMILY HIGHWAY,MO 19,CRD 5090 E,RT B E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-09-11; years_of_sunset=INDEFINITE
DR DAN BROWN MEMORIAL HIGHWAY,US 63,CST LANNING LN E,RT BB E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-08-28; years_of_sunset=INDEFINITE
CAPTAIN DAVID DORN MEMORIAL HIGHWAY (IS 70),IS 70,.011 mile(s) after CST KINGSHIGHWAY BLVD S,.013 mile(s) after CST KINGSHIGHWAY BLVD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2022-08-28; years_of_sunset=INDEFINITE
EMMETT KELLY SR MEMORIAL HIGHWAY,US 63,MO 17 S,CST MAIN ST E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2026-08-28; years_of_sunset=INDEFINITE
EMMETT KELLY SR MEMORIAL HIGHWAY,US 63,CST MAIN ST E,MO 17 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2026-08-28; years_of_sunset=INDEFINITE
TROOPER KELLY L. POYNTER MEMORIAL HIGHWAY,US 63,.009 mile(s) before CST SOUTH INDUSTRIAL DR E,.201 mile(s) after CRD INGRAM DR E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2002-08-28; years_of_sunset=INDEFINITE
KOREAN WAR VETERANS ASSN MEMORIAL HIGHWAY,US 63,.17 mile(s) after CO US63 TO EOR 63 E,.321 mile(s) after CRD 2110 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2005-08-28; years_of_sunset=INDEFINITE
KOREAN WAR VETERANS ASSN MEMORIAL HIGHWAY,US 63,.321 mile(s) before CRD 8010 S,.17 mile(s) before CO US63 TO EOR 63 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2005-08-28; years_of_sunset=INDEFINITE
US ARMY SPECIALIST STEVEN PAUL FARNEN MEMORIAL HIGHWAY,US 63,CRD PEABODY RD E,CRD BREEDLOVE DR E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2016-08-28; years_of_sunset=INDEFINITE
LEONA WILLIAMS HIGHWAY,US 63,.003 mile(s) after CST INDEPENDENCE LN E,.09 mile(s) before RT AA S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2013-08-28; years_of_sunset=INDEFINITE
GENERAL OMAR N BRADLEY MEMORIAL HIGHWAY,US 63,RT M E,US 24 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-09-11; years_of_sunset=20 YEARS
US NAVY LIEUTENANT PATRICK KELLY CONNOR MEMORIAL HIGHWAY,US 63,.002 mile(s) after CST DISCOVERY PKWY S,.002 mile(s) after IS 70 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2016-08-28; years_of_sunset=INDEFINITE
POW/MIA SSG PAUL HASENBECK MEMORIAL HIGHWAY,US 63,CRD 637 S,CST DOGWOOD ST E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=POW/MIA MEMORIAL HIGHWAY; year_established=2024-08-28; years_of_sunset=INDEFINITE
POW/MIA SSG PAUL HASENBECK MEMORIAL HIGHWAY,US 63,CST DOGWOOD ST E,CRD 637 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=POW/MIA MEMORIAL HIGHWAY; year_established=2024-08-28; years_of_sunset=INDEFINITE
PEARL HARBOR MEMORIAL HIGHWAY,US 63,.214 mile(s) before RT D S,.056 mile(s) before CRD 1905 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2003-08-28; years_of_sunset=INDEFINITE
HARRIET BEARD HIGHWAY,US 63,.002 mile(s) before CRD BENTON RD E,.214 mile(s) before RT D S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2015-08-28; years_of_sunset=INDEFINITE
GENERAL OMAR N BRADLEY MEMORIAL HIGHWAY,US 63,US 24 E,RT M E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-09-11; years_of_sunset=20 YEARS
US NAVY LIEUTENANT PATRICK KELLY CONNOR MEMORIAL HIGHWAY,US 63,.002 mile(s) before CST DISCOVERY PKWY S,CST DISCOVERY PKWY S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2016-08-28; years_of_sunset=INDEFINITE
US ARMY SPECIALIST STEVEN PAUL FARNEN MEMORIAL HIGHWAY,US 63,CRD BREEDLOVE DR E,.002 mile(s) after CRD BREEDLOVE DR E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2016-08-28; years_of_sunset=INDEFINITE
US ARMY SERGEANT HUGH C DUNN MEMORIAL HIGHWAY,US 63,CST SPRUCE ST E,CST MCKAY ST E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
US ARMY SERGEANT HUGH C DUNN MEMORIAL HIGHWAY,US 63,CST MCKAY ST E,CST SPRUCE ST E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
DR DAN BROWN MEMORIAL HIGHWAY,US 63,RT BB E,CST LANNING LN E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-08-28; years_of_sunset=INDEFINITE
CHIEF OF POLICE FERMAN R RAINES MEMORIAL HIGHWAY,MO 17,CST BROADWAY ST S,CST DOGWOOD DR S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2022-08-28; years_of_sunset=INDEFINITE
CHIEF OF POLICE FERMAN R RAINES MEMORIAL HIGHWAY,MO 17,CST DOGWOOD DR S,CST BROADWAY ST S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2022-08-28; years_of_sunset=INDEFINITE
CPL HOMER HOOVER SHULTZ MEMORIAL HIGHWAY,MO 133,.098 mile(s) before CRD BADGER RD S,.471 mile(s) after CRD ANN ST E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2023-08-28; years_of_sunset=INDEFINITE
CPL HOMER HOOVER SHULTZ MEMORIAL HIGHWAY,MO 133,.471 mile(s) before CRD ANN ST E,.098 mile(s) after CRD BADGER RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2023-08-28; years_of_sunset=INDEFINITE
IRVIN H GARMS MEMORIAL HIGHWAY,RT AB,CRD 303 S,.488 mile(s) before CST COMMERCIAL DR S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2015-02-10; years_of_sunset=20 YEARS
IRVIN H GARMS MEMORIAL HIGHWAY,RT AB,.404 mile(s) after CST COMMERCIAL DR S,CRD 303 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2015-02-10; years_of_sunset=20 YEARS
PURPLE HEART TRAIL (I-57),IS 57,1.964 mile(s) before CRD 202 E,US 60 W,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
PURPLE HEART TRAIL (I-57),IS 57,US 60 E,1.963 mile(s) after CRD 202 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
DESOTO RAILROAD EMPLOYEES MEMORIAL HIGHWAY,MO 110,PVT PRIVATE DR S,.002 mile(s) after US 67 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2007-08-02; years_of_sunset=INDEFINITE
AARON MCKINNEY MEMORIAL HIGHWAY,RT B,RT UU E,MO 34 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2007-11-19; years_of_sunset=20 YEARS
AARON MCKINNEY MEMORIAL HIGHWAY,RT B,MO 34 E,RT M E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2007-11-19; years_of_sunset=20 YEARS
REV DR MARTIN LUTHER KING JR MEMORIAL HIGHWAY,BU 60,BU 67 S,CST B ST S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2023-08-28; years_of_sunset=INDEFINITE
REV DR MARTIN LUTHER KING JR MEMORIAL HIGHWAY,BU 60,CST B ST S,BU 67 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2023-08-28; years_of_sunset=INDEFINITE
