OBJECTID,Jurisdiction,Dedication Feature Type,Dedication Type,Displayed Sign Text,Dedication Year,Information,Streetview,GlobalID,Search URL
279,Prince Georges,ROAD,Law_Enforc_Ser,Dedicated to SGT Mujahid Ramzziddin,2023,"Sergeant Mujahid Ramzziddin was shot and killed at approximately 10:15 am while attempting to protect a female subject who was being attacked in a domestic violence incident. Sergeant Ramzziddin, who was off duty and lived nearby, attempted to protect the female and confronted the man who was armed with a shotgun.","https://www.google.com/maps/@38.7893698,-77.0143221,3a,75y,34.49h,93.91t/data=!3m7!1e1!3m5!1sbuiYRHnMEtSIoaGEaAxnmg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DbuiYRHnMEtSIoaGEaAxnmg%26cb_client%3Dmaps_sv.tactile.",dc168299-1a7d-4849-913f-a24c1f9e47e5,https://www.odmp.org/officer/23588-sergeant-mujahid-abdul-mumin-ramzziddin
281,Cecil,BRID,Military_Service,Bridge Dedicated to Veterans of Cecil County,2023,,"https://www.google.com/maps/@39.6052979,-75.9461231,3a,75y,138.85h,91.2t/data=!3m6!1e1!3m4!1sHqw5WSS5Cw3vDF6DyeFT9A!2e0!7i16384!8i8192",dd5728c6-eee0-4ae0-9475-2ed7aee89917,
282,Calvert,BRID,Political_Service,Fallen Heroes Bridge Dedicated to Mayor Gerald Wesley Donovan,2023,"Gerald Donovan served the citizens of the Town of Chesapeake Beach as the Mayor for 24 years (from 1984-2008), served as the President of the North Beach Volunteer Fire Department and has operated the Rod-N-Reel resort, which continues to serve as the largest employer in the Town.  Mr. Donovan also founded, and hosted, the successful Cancer Gala/ Celebration of Life raising over $5M for the American Cancer Society.","https://www.google.com/maps/@38.6898508,-76.5359478,3a,75y,26.18h,88.93t/data=!3m6!1e1!3m4!1sK7MF2qE4WwE9TpjdJJDRkQ!2e0!7i16384!8i8192?entry=ttu",5cd95d17-e71e-461c-b7c9-eef859585c09,https://www.google.com/search?q=mayor+gerald+wesley+donovan&rlz=1C1GCEA_enUS844US844&oq=mayor+gerald+wesley+donovan&aqs=chrome..69i57j33i160l2.8767j0j15&sourceid=chrome&ie=UTF-8
283,Anne Arundel,ROAD,Political_Service,Dedicated to Senator Ed Reilly,2023,"The nine-mile portion of Maryland Route 450 from Crofton to Annapolis known as Defense Highway will be officially renamed after Reilly on October 25, 2023. Reilly worked on solutions to flooding along the road in 2018 & 2019.","https://www.google.com/maps/@38.9920419,-76.6951405,3a,90y,167.08h,79.51t/data=!3m6!1e1!3m4!1sYN0jp1YH7Q2bnxMl3biJng!2e0!7i16384!8i8192?entry=ttu",da65b66a-8b1c-4367-bfbf-277b2d790725,https://www.google.com/search?q=senator+ed+reilly+maryland&rlz=1C1GCEA_enUS844US844&oq=&gs_lcrp=EgZjaHJvbWUqCQgAECMYJxjqAjIJCAAQIxgnGOoCMgkIARAjGCcY6gIyCQgCECMYJxjqAjIJCAMQIxgnGOoCMgkIBBAjGCcY6gIyCQgFECMYJxjqAjIPCAYQLhgnGK8BGMcBGOoCMgkIBxAjGCcY6gLSAQg5MTFq
284,Montgomery,ROAD,Fire_Service,Dedicated to Deputy Chief Sander B Cohen Office of the State Fire Marshall,2023,"Deputy Chief Sander B. Cohen was killed on December 8, 2017 at approximately 10:00 p.m. after stopping to assist FBI Supervisory Special Agent Carlos Wolff who had just been involved in single vehicle accident in the southbound lane of I-270 in the Rockville area.","https://www.google.com/maps/@39.0671786,-77.1582239,3a,90y,90t/data=!3m6!1e1!3m4!1sIGjxpkPSAtFyvjSrhqpHng!2e0!7i16384!8i8192?entry=ttu",286c426f-5eb2-4597-ba30-621f9e67d12f,https://www.google.com/search?q=deputy+chief+sander+b+cohen&rlz=1C1GCEA_enUS844US844&oq=deputy+chief+sander+b+cohen&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQIRigATIHCAIQIRigATIHCAMQIRigAdIBCjExNDkyajFqMTWoAgCwAgA&sourceid=chrome&ie=UTF-8
285,Montgomery,ROAD,Political_Service,Dedicated to the Honorable Karen Montgomery,2023,"Karen Slater Montgomery (born August 23, 1935) is an American politician and artist from the state of Maryland. She served as the state senator for the Maryland State Senate from Maryland's 14th District, which includes parts of Silver Spring, Burtonsville, Olney, Barnesville, Brookeville, Laytonsville and Damascus in Montgomery County.","https://www.google.com/maps/@39.1812476,-77.0631651,3a,90y,336.94h,90.39t/data=!3m6!1e1!3m4!1saRaMm2WB2PcBM2tvvM1sKQ!2e0!7i16384!8i8192?entry=ttu",4b5751d2-eb74-4a67-a691-9354050ba335,https://www.google.com/search?q=karen+montgomery+maryland&rlz=1C1GCEA_enUS844US844&oq=karen+montgomery+maryland&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIICAEQABgWGB7SAQoxNjQxMmowajE1qAIAsAIA&sourceid=chrome&ie=UTF-8
286,Montgomery,ROAD,Political_Service,Dedicated to Commissioner Clyde W Unglesbee,2023,"Mr. Unglesbee was a Town of Brookeville commissioner, charter president and life member of Olney Chamber of Commerce, member of the board of directors of: Montgomery General Hospital; Sandy Spring National Bank; Asbury Methodist Village; and Sandy Spring Museum, serving two years as chairman.","https://www.google.com/maps/@39.1748209,-77.0586224,3a,90y,90t/data=!3m6!1e1!3m4!1s2nPiixlWDHWYxBGPu7qvQw!2e0!7i16384!8i8192?entry=ttu",8c28dead-eee7-4155-aea6-60680a7e5391,https://www.google.com/search?q=commissioner+clyde+w+unglesbee+maryland&rlz=1C1GCEA_enUS844US844&oq=Commissioner+Clyde+W+Unglesbee&gs_lcrp=EgZjaHJvbWUqBwgCECEYoAEyBggAEEUYOTIHCAEQIRigATIHCAIQIRigATIHCAMQIRigAdIBCTYzNzVqMGoxNagCALACAA&sourceid=chrome&ie=UTF
287,Somerset,ROAD,Military_Service,Dedicated to PFC Michael A Carter Jr United States Marine Corps,2024,"An 18-year-old Marine, who was back near his Maryland hometown recruiting for the Corps, died in a single-vehicle crash.  PFC. Michael Anthony Carter Jr. died Feb. 7 when his Toyota Camry hit a guardrail and went into a ditch, according to Delmarva Now.","https://www.google.com/maps/@38.2569973,-75.6689847,3a,75y,35.84h,95.33t/data=!3m7!1e1!3m5!1sRcnxufsy4W9F_z5loxkq4A!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DRcnxufsy4W9F_z5loxkq4A%26cb_client%3Dmaps_sv.tactile.",0ed1028e-f11c-44ed-89b7-f49cddeafe22,https://www.google.com/search?q=PFC+Michael+A+Carter+Jr+United+States+Marine+Corps&rlz=1C1GCEA_enUS844US844&oq=PFC+Michael+A+Carter+Jr+United+States+Marine+Corps&gs_lcrp=EgZjaHJvbWUyBggAEEUYOdIBCTI2NjFqMGoxNagCALACAA&sourceid=chrome&ie=UTF-8
288,Frederick,ROAD,Fire_Service,Michael R Powers Libertytown VFD 6-25-2019,2024,"Mr. Michael R. Powers, 70, of Libertytown, passed away on Tuesday, June 25, 2019, in the line of duty while operating at an emergency incident scene.","https://www.google.com/maps/@39.4776285,-77.1738691,3a,75y,94.73h,87.88t/data=!3m7!1e1!3m5!1ssz4zswau8aqP6EJLainiZw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dsz4zswau8aqP6EJLainiZw%26cb_client%3Dmaps_sv.tactile.",d6468fe7-b49b-4a64-a6c0-20d19a0430bf,https://www.google.com/search?q=Michael+R+Powers+Libertytown+VFD&sca_esv=600400644&hl=en&sxsrf=ACQVn09cBwIVXkCkOpdtAEqnMo73-jQWHw%3A1705954693370&source=hp&ei=hc2uZca5FJyj5NoPn5mLwAw&iflsig=ANes7DEAAAAAZa7blc2wBNAGh7oMMMlZhLmB5FAqvXqs&ved=0ahUKEwiGkP-76PGD
289,Prince Georges,ROAD,Law_Enforc_Ser,Dedicated to Detective Jacai Colson Prince George's Co. Police Dept.,2024,"Corporal Jacai Colson was shot and killed while responding to an active shooter at the Prince George's County Police Department's District III police station at 7600 Barlowe Road on March 13, 2016.","https://www.google.com/maps/@38.928021,-76.8920654,3a,75y,153.08h,86.37t/data=!3m7!1e1!3m5!1sqICTnYeJ1h03cHpp6wzgVw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DqICTnYeJ1h03cHpp6wzgVw%26cb_client%3Dmaps_sv.tactile.",f6004b00-adbd-44c1-8da6-03fc52287852,https://www.google.com/search?q=Detective+Jacai+Colson&rlz=1C1GCEA_enUS844US844&oq=Detective+Jacai+Colson&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTINCAEQABiGAxiABBiKBTINCAIQABiGAxiABBiKBTINCAMQABiGAxiABBiKBTINCAQQABiGAxiABBiKBTINCAUQABiGAxiABBiKBdIBCTI1NjlqMGoxNagCAL
290,Somerset,ROAD,Military_Service,Dedicated to PFC Donald H Selby Korean War MIA-POW,2024,"On the night of Feb. 11, 1951 Company K of the U.S. Army’s 3rd Battalion, 9th Regiment, 2nd Infantry Division was operating a task force alongside the Republic of Korea’s 16th Infantry Regiment to push back Chinese Communists during the Korean War. The incursion was brief, but deadly, according to the Defense POW/MIA Accounting Agency, and Private First Class Donald Harold Selby of Oriole was among those captured by the Chinese. After hostilities ended, repatriated POWs reported Pfc Selby died.","https://www.google.com/maps/@38.2027328,-75.7048795,3a,75y,262.63h,89.03t/data=!3m6!1e1!3m4!1sf6ksj0HMDcJR5eeezgwTZw!2e0!7i16384!8i8192?authuser=0&coh=205409&entry=ttu&g_ep=EgoyMDI0MTAwMS4wIKXMDSoASAFQAw%3D%3D",d03f6ff9-8253-4894-8ca6-2c130f8b2228,https://www.google.com/search?q=pfc+donald+h+selby&rlz=1C1GCEA_enUS844US844&oq=pfc+donald+h+selby&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQIRigATIHCAIQIRigATIHCAMQIRigATIHCAQQIRigATIHCAUQIRigAdIBCjEwNzc2ajBqMTWoAgiwAgE&sourceid=chrome&ie=UTF-8
292,Harford,ROAD,Military_Service,Dedicated to PFC Thurman B Ellis Army Rangers 1st Batt,2025,"Thurman B Ellis from Jarrettsville, MD served with distinction in WWII. A Private First Class in the US Army he was inducted into the service in February 1943 & received his basic training at Camp McCain, MS. He was assigned to the US Army Rangers Company C 1st Ranger Battalion which was part of a composite force of the 6615th Ranger Force (Provisional) with the 1st, 3rd, and 4th Ranger Battalions, 83rd Chemical Mortar Battalion, & the 509th Parachute Infantry Battalion.","https://www.google.com/maps/@39.5870576,-76.472805,3a,90y,90t/data=!3m7!1e1!3m5!1so9P0qNvosQSVnWq_Ni45Tg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D0%26panoid%3Do9",822143b8-562b-4be9-bf6b-9052b1c638f8,https://www.google.com/search?q=PFC+Thurman+Ellis&rlz=1C1GCEB_enUS1177&oq=PFC+Thurman+Ellis&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQIRigATIHCAIQIRigATIHCAMQIRigATIHCAQQIRigATIHCAUQIRigATIHCAYQIRiPAtIBCjMxNzA0ajBqMTWoAgiwAgHxBeJZLcuERXCU&sourceid=chrome&ie=UTF-
293,Allegany,BRID,Military_Service,Bridge Dedicated to PFC Charles W Harbert Killed in Action 5-12-1968,2025,"PFC Charles Harbert died from gunshot wounds received when hit by hostile small arms fire while on combat operations. He was a member of Company H, 2nd Bn., 502 Infantry, 101st Airborne Division.","https://www.google.com/maps/@39.31499,-77.6366252,3a,75y,324.88h,85.49t/data=!3m7!1e1!3m5!1s8sLq8cVBr9HLankyw2YT-w!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D4.505",b5b27c4c-c3ce-4d2a-be96-15536b2352e4,https://www.google.com/search?q=pfc+charles+harbert&rlz=1C1GCEB_enUS1177&oq=pfc+charles+harbert&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIJCAEQIRgKGKABMgkIAhAhGAoYoAEyCQgDECEYChigAdIBCjIzODQyajBqMTWoAgiwAgHxBZt3mvaIwQZS&sourceid=chrome&ie=UTF-8
